ID,InvoiceID_Fk,Payment Date,Payment Amount,Payment Method
2908,4679,03/10/2017,2640,EFT
2909,4727,03/10/2017,4444,EFT
2910,4775,04/10/2017,440,Credit card
2911,4804,04/10/2017,919,Credit card
2912,4822,04/10/2017,3300,eft
2913,4897,04/10/2017,385,EFT
2914,4387,05/10/2017,3490.66,Cheque
2915,4387,05/10/2017,0.02,write off
2916,4778,05/10/2017,1540,EFT
2917,4833,09/10/2017,1870,Credit card
2918,4849,05/10/2017,660,EFT
2919,4874,25/10/2017,605,EFT
2920,4866,05/10/2017,660,EFT
2921,4868,05/10/2017,2596,EFT
2922,4812,06/10/2017,825,EFT
2923,4857,06/10/2017,3300,BPAY
2924,4841,05/10/2017,660,BPAY
2925,4843,05/10/2017,440,BPAY
2927,4873,05/10/2017,330,BPAY
2928,4654,06/10/2017,3850,EFT
2929,4770,06/10/2017,1210,eft
2930,4813,09/10/2017,660,BPAY
2931,4831,09/10/2017,1118,BPAY
2932,4837,09/10/2017,385,BPAY
2933,4920,09/10/2017,560.4,EFT
2934,4927,09/10/2017,34,Cash
2935,4932,11/10/2017,1546.25,Trust Clearing Account
2936,4932,11/10/2017,-0.005,rounding
2937,4935,11/10/2017,2722.25,Trust Clearing Account
2938,4935,11/10/2017,-0.005,rounding
2939,4652,10/10/2017,550,EFT
2940,4917,10/10/2017,3300,EFT
2941,4904,11/10/2017,2970,EFT
2942,4463,11/10/2017,1000,eft
2943,4815,11/10/2017,7194,EFT
2944,4925,12/10/2017,660,BPAY
2945,4934,12/10/2017,440,BPAY
2946,3024,11/10/2017,1168.6,Cheque
2947,3700,11/10/2017,2178,Cheque
2948,4262,11/10/2017,374,Cheque
2949,4307,11/10/2017,660,Cheque
2951,4909,13/10/2017,660,Credit card
2952,4799,05/10/2017,1925,eft
2953,4782,05/10/2017,3696,EFT
2954,4943,13/10/2017,792.34,Trust Clearing Account
2955,4944,13/10/2017,642.5,Trust Clearing Account
2956,4945,13/10/2017,750.04,Trust Clearing Account
2957,4893,13/10/2017,440,BPAY
2958,4792,13/10/2017,360.1,EFT
2959,4821,13/10/2017,660,EFT
2960,4758,16/10/2017,2259.18,Credit card
2961,4892,16/10/2017,220,BPAY
2962,4816,16/10/2017,6390.07,BPAY
2963,4672,16/10/2017,999,eft
2964,4826,16/10/2017,1155,EFT
2965,4869,16/10/2017,4620,EFT
2966,4844,17/10/2017,2468.08,EFT
2967,4921,18/10/2017,5500,Cheque
2968,4908,19/10/2017,5322.59,Credit card
2969,4891,19/10/2017,2860,Credit card
2970,4902,18/10/2017,2585,BPAY
2971,4834,19/10/2017,1375,BPay
2972,4901,19/10/2017,440,EFT
2973,4865,18/10/2017,592,eft
2974,4871,19/10/2017,5947.33,BPAY
2975,4905,19/10/2017,1257.58,BPAY
2976,4894,19/10/2017,440,BPay
2977,4828,19/10/2017,2970,eft
2978,4936,19/10/2017,4405.51,EFT
2979,4818,19/10/2017,1039.5,eft
2980,4810,19/10/2017,6352.5,EFT
2981,4807,17/10/2017,1309,eft
2982,4824,17/10/2017,500.5,eft
2983,4838,17/10/2017,1925,eft
2984,4886,17/10/2017,192.5,EFT
2985,4910,20/10/2017,550,Credit card
2986,4865,20/10/2017,24,write off bad debt
2987,4798,20/10/2017,550,eft
2988,4839,20/10/2017,2750,EFT
2989,4922,20/10/2017,440,EFT
2990,4876,23/10/2017,550,Credit card
2991,4931,23/10/2017,4189,BPAY
2992,4567,23/10/2017,727,EFT
2993,4900,23/10/2017,4070,EFT
2994,4447,23/10/2017,6351,EFT
2997,4840,24/10/2017,1617,eft
2998,4911,24/10/2017,1925,EFT
2999,4863,25/10/2017,5060,EFT
3000,4888,26/10/2017,1375,Credit card
3001,4990,27/10/2017,6809,Credit card
3002,4966,26/10/0217,2264.87,Cheque
3003,4928,26/10/2017,3807.96,Trust Account
3004,4620,26/10/2017,1276,Trust Account
3005,4974,30/10/2017,45.75,BPAY
3007,4903,30/10/2017,6499,BPAY
3008,4958,30/10/2017,229,BPAY
3009,4959,30/10/2017,229,BPAY
3010,4978,30/10/2017,4450.43,eft
3011,4852,30/10/2017,12260,EFT
3012,4912,30/10/2017,15745.99,EFT
3013,4781,31/10/2017,1469,Credit card
3014,4829,04/10/2017,1469,Credit card
3015,4472,31/10/2017,1347.5,Credit card
3016,4871,01/11/2017,5947.33,Cheque
3017,4871,01/11/2017,0.01,rounding
3018,4744,31/10/2017,367.83,Cheque
3019,4745,31/10/2017,980.75,Cheque
3020,4709,31/10/2017,440,eft
3021,4650,31/10/2017,440,eft
3022,4977,31/10/2017,660,eft
3023,4929,31/10/2017,2750,eft
3025,5013,02/11/2017,1228,Credit card
3026,4472,02/11/2017,1347.5,write off per AA
3027,4948,01/11/2017,6050,BPAY
3028,4968,01/11/2017,440,EFT
3029,4867,01/11/2017,9297,EFT
3030,4414,01/11/2017,6600,EFT
3031,4783,02/11/2017,1964,bpay
3032,4960,02/11/2017,3091,bpay
3033,5011,02/11/2017,1650,eft
3034,4961,02/11/2017,550,eft
3035,4976,02/11/2017,803,EFT
3036,5009,03/11/2017,550,BPAY
3037,4862,06/11/2017,3010.7,BPAY
3038,4744,03/11/2017,367.82,eft
3039,4745,03/11/2017,980.75,EFT
3040,4463,06/11/2017,1000,eft
3041,4393,06/11/2017,834,Cheque
3042,4914,09/11/2017,1650,Credit card
3043,4972,09/11/2017,1540,Cheque
3044,4971,07/11/2017,440,BPAY
3045,4983,07/11/2017,1320,BPAY
3046,4957,08/11/2017,10000,BPAY
3047,5025,08/11/2017,330,bpay
3048,4970,08/11/2017,440,eft
3049,5003,08/11/2017,468,EFT
3051,4853,08/11/2017,4959,EFT
3052,4919,07/11/2017,1925,eft
3053,4923,07/11/2017,500.5,eft
3054,4926,07/11/2017,3580.5,eft
3055,4753,09/11/2017,339,EFT
3056,4981,09/11/2017,4000,eft
3057,4998,10/11/2017,880,Credit card
3058,4969,10/11/2017,1144,Credit card
3059,4956,10/11/2017,2871,BPAY
3060,4957,10/11/2017,3871,bpay
3061,5049,10/11/2017,330,BPAY
3063,4788,20/10/2017,1430,EFT
3064,4717,10/11/2017,1320,EFT
3065,4994,10/11/2017,550,EFT
3066,4875,10/11/2017,1056,EFT
3067,4918,13/10/2017,583,eft
3068,5018,09/11/2017,2551.67,Credit card
3069,4889,04/10/2017,1375,Cheque
3070,4964,13/11/2017,1469,Cheque
3071,3474,05/09/2017,1426,Cheque
3072,4678,27/09/2017,7326,BPAY
3073,4814,25/10/2017,3520,Cheque
3074,4693,27/09/2017,2982.5,eft
3075,4795,27/09/2017,6957.5,eft
3076,4884,27/09/2017,5335,EFT
3078,4856,11/11/2017,3938,eft
3079,4858,11/11/2017,2068,eft
3080,4393,13/11/2017,834,Cheque
3081,4486,14/11/2017,862.5,Trust Account
3082,4486,14/11/2017,628,Credit card
3083,4817,14/11/2017,372,Credit card
3084,4989,13/11/2017,770,EFT
3085,3672,13/11/2017,1246.3,eft
3086,5044,13/11/2017,1304,EFT
3087,5002,13/11/2017,2200,EFT
3088,4980,14/11/2017,1469,Credit card
3089,4980,14/11/2017,-1469,Credit card
3090,4980,14/11/2017,1838,Credit card
3091,4851,14/11/2017,3300,BPAY
3092,5041,14/11/2017,440,Bpay
3093,4643,15/11/2017,2319,eft
3094,4877,15/11/2017,1265,eft
3095,4125,15/11/2017,616,eft
3096,4295,15/11/2017,1276,EFT
3097,4898,15/11/2017,528,EFT
3098,5004,15/11/2017,742.5,EFT
3099,5020,16/11/2017,919,Credit card
3100,4951,16/11/2017,1469,Credit card
3101,5001,16/11/2017,1705,Credit card
3102,4916,17/11/2017,1838,eft
3103,4766,17/11/2017,220,eft
3104,5042,17/11/2017,880,BPAY
3105,5057,17/11/2017,5500,BPAY
3106,5068,17/11/2017,440,BPAY
3107,4930,20/11/2017,3960,EFT
3108,4973,20/11/2017,660,EFT
3109,4458,20/11/2017,3300,bpay
3110,4698,20/11/2017,1354,bpay
3111,4425,21/11/2017,1000,eft
3112,4425,20/11/2017,1000,eft
3113,5047,20/11/2017,385,BPAY
3114,5051,20/11/2017,1100,BPAY
3115,5072,20/11/2017,990,BPAY
3116,4879,20/11/2017,1469,BPAY
3117,5053,21/11/2017,605,eft
3118,5055,21/11/2017,13672.45,BPAY
3119,5024,21/11/2017,2209,EFT
3120,5043,22/11/2017,8800,BPAY
3121,5048,22/11/2017,2759,Credit card
3122,5026,23/11/2017,2209,Credit card
3123,4751,22/11/2017,495,Credit card
3124,5071,23/11/2017,2112,Trust Account
3125,5039,21/11/2017,1100,EFT
3126,5040,21/11/2017,9570,EFT
3127,4787,22/11/2017,6663,Trust Account
3128,5046,22/11/2017,598,Trust Account
3129,4950,22/11/2017,2040.5,EFT
3130,5029,22/11/2017,330,EFT
3131,4880,23/11/2017,660,Credit card
3132,5034,23/11/2017,2750,BPAY
3133,5062,23/11/2017,440,BPAY
3134,5077,23/11/2017,1100,BPAY
3135,5012,27/11/2017,970.28,Credit card
3136,5021,24/11/2017,880,BPAY
3137,5023,27/11/2017,605,BPAY
3138,5065,27/11/2017,1100,BPAY
3139,5112,27/11/2017,440,BPAY
3140,4975,27/11/2017,8247.2,EFT
3141,4985,27/11/2017,3432,EFT
3142,5066,28/11/2017,1304,Credit card
3143,4979,28/11/2017,440,eft
3144,4907,28/11/2017,229,BPAY
3145,4915,28/11/2017,330,EFT
3146,5098,28/11/2017,3300,EFT
3147,4763,30/11/2017,1989,Credit card
3149,4820,30/11/2017,3927,Credit card
3150,4864,30/11/2017,572,Credit card
3151,4954,30/11/2017,825,Credit card
3152,4777,30/11/2017,990,Credit card
3153,4768,29/11/2017,1287,EFT
3154,4861,29/11/2017,100,EFT
3156,5014,30/11/2017,660,BPAY
3157,4991,30/11/2017,330,EFT
3158,5076,30/11/2017,990,EFT
3159,5056,30/11/2017,2530,BPAY
3160,5070,30/11/2017,4691.5,BPAY
3162,5114,30/11/2017,880,BPAY
3163,5122,01/12/2017,704,Credit card
3164,5111,01/12/2017,2837.86,Credit card
3165,5038,01/12/2017,10670,Credit card
3168,5061,01/12/2017,410,EFT
3169,5061,01/12/2017,4100,EFT
3170,5135,01/12/2017,1000,bpay
3171,5135,01/12/2017,1425.5,BPAY
3172,4937,01/12/2017,660,EFT
3173,5030,01/12/2017,980,Credit card
3174,5054,04/12/2017,1650,EFT
3175,5059,06/12/2017,715,Credit card
3176,4996,06/12/2017,275,eft
3177,4933,06/12/2017,3080,EFT
3178,5007,05/12/2017,198,BPAY
3179,5095,05/12/2017,10120.2,BPAY
3180,5126,05/12/2017,1925,BPAY
3181,4861,06/12/2017,50,EFT
3182,5137,06/12/2017,834,EFT
3183,5019,06/12/2017,919,EFT
3184,4034,06/12/2017,579,EFT
3185,5060,06/11/2017,1320,EFT
3186,5109,05/12/2017,440,EFT
3187,5108,07/12/2017,2209,EFT
3188,5052,05/12/2017,1100,EFT
3189,5015,07/12/2017,1364,Credit card
3190,4557,07/12/2017,1980,BPAY
3191,4955,07/12/2017,220,BPAY
3192,4955,08/12/2017,880,write off
3193,4872,07/12/2017,851.08,BPAY
3194,5096,07/12/2017,1760,BPAY
3195,5174,07/12/2017,14320.4,BPAY
3196,5133,07/12/2017,738.25,EFT
3197,5089,08/12/2017,1782,eft
3198,5067,07/12/2017,440,EFT
3199,5173,08/12/2017,3006.67,BPAY
3200,5000,07/12/2017,3250,BPAY
3201,5124,08/12/2017,550,BPAY
3202,5151,08/12/2017,6701.97,BPAY
3204,5125,08/12/2017,1650,EFT
3205,4967,08/12/2017,6064.48,eft
3206,5086,11/12/2017,589.6,Cheque
3208,5087,11/12/2017,3850,Cheque
3209,5097,11/12/2017,2772,BPAY
3210,5107,11/12/2017,1650,Trust Account
3211,4755,11/12/2017,1980,EFT
3212,5166,12/12/2017,935,Cheque
3213,5080,12/12/2017,1458.25,Cheque
3214,5027,11/12/2017,9075,EFT
3215,5185,12/12/2017,385,EFT
3216,5050,11/12/2017,449,eft
3217,5104,12/12/2017,770,EFT
3218,4981,11/12/2017,1509,Trust Account
3219,4853,12/12/2017,1320,write off
3220,4766,29/11/2017,220,eft
3221,4766,12/12/2017,220,eft
3222,5079,12/12/2017,1100,BPAY
3223,5144,12/12/2017,893.7,EFT
3224,5144,12/12/2017,2085.3,EFT
3225,5213,12/12/2017,1249,EFT
3226,5086,12/12/2017,589.6,eft
3227,5087,12/12/2017,3350,EFT
3228,4965,12/12/2017,847,EFT
3229,4984,12/12/2017,1925,EFT
3230,4987,12/12/2017,1001,EFT
3231,4988,12/12/2017,1925,EFT
3232,4995,12/12/2017,1347.5,EFT
3233,4997,12/12/2017,616,EFT
3234,5022,12/12/2017,1925,EFT
3235,5032,12/12/2017,539,EFT
3236,5033,12/12/2017,577.5,EFT
3237,5036,12/12/2017,462,EFT
3238,5037,12/12/2017,2310,EFT
3239,5045,12/12/2017,1925,EFT
3240,5069,12/12/2017,1001,EFT
3241,5075,12/12/2017,1925,EFT
3242,5078,12/12/2017,1732.5,EFT
3243,5110,12/12/2017,770,EFT
3244,5115,12/12/2017,1925,EFT
3245,5116,12/12/2017,1925,EFT
3246,5117,12/12/2017,1925,EFT
3247,5129,12/12/2017,4697,EFT
3248,4789,13/12/2017,2530,EFT
3249,5197,13/12/2017,3960,Cheque
3250,4861,13/12/2017,50,EFT
3251,5128,13/12/2017,880,EFT
3252,5090,14/12/2017,352,BPAY
3253,5163,14/12/2017,990,BPAY
3254,5189,14/12/2017,1304,BPAY
3255,5195,14/12/2017,1408,EFT
3256,3907,15/12/2017,1791.3,offset
3257,4846,05/10/2017,1925,EFT
3258,4952,12/12/2017,1809.5,EFT
3259,5146,15/12/2017,885.5,eft
3260,5147,15/12/2017,1925,EFT
3261,5148,12/12/2017,1925,EFT
3262,5149,12/12/2017,1925,EFT
3263,5150,12/12/2017,1925,EFT
3264,5170,12/12/2017,231,EFT
3265,4809,15/12/2017,1430,EFT
3266,5154,15/12/2017,1089,EFT
3267,5139,15/12/2017,440,EFT
3268,5212,18/12/2017,330,Credit card
3269,5103,18/12/2017,7313.65,BPAY
3270,5136,18/12/2017,440,EFT
3271,5087,18/12/2017,500,EFT
3272,5158,18/12/2017,2420,EFT
3273,5157,18/12/2017,1500,EFT
3274,5123,18/12/2017,1540,EFT
3275,4962,19/12/2017,440,eft
3276,5085,19/12/2017,660,eft
3277,5156,19/12/2017,1494,eft
3278,5207,20/12/2017,330,Credit card
3279,5176,20/12/2017,1375,eft
3280,5113,20/12/2017,2721.18,eft
3281,5082,20/12/2017,5247,eft
3282,5155,19/12/2017,1980,eft
3283,5190,19/12/2017,2000,eft
3284,4034,20/12/2017,500,eft
3285,5190,20/12/2017,2000,eft
3286,5120,21/12/2017,440,eft
3287,5172,21/12/2017,495,eft
3288,5186,21/12/2017,1304,eft
3289,4861,20/12/2017,50,BPay
3290,5205,22/12/2017,449,EFT
3291,5028,19/12/2017,1532.5,BPay
3292,5161,19/12/2017,660,BPAY
3293,5223,19/12/2017,1320,BPAY
3294,5260,22/12/2017,550,BPAY
3295,5105,27/12/2017,561,BPAY
3296,5217,27/12/2017,440,BPAY
3297,5230,27/12/2017,919,BPAY
3298,5182,27/12/2017,550,eft
3299,5188,22/12/2017,3300,EFT
3300,5255,28/12/2017,385,EFT
3301,5229,28/12/2017,2200,BPAY
3302,5010,28/12/2017,330,BPAY
3303,5224,02/01/2018,2530,BPAY
3304,5209,02/01/2018,660,bpay
3305,5228,02/01/2018,825,BPAY
3306,4861,03/01/2018,50,BPAY
3307,5218,03/01/2018,440,BPAY
3308,5226,03/01/2018,3428,BPAY
3309,5190,02/01/2018,602.69,EFT
3310,5222,02/01/2018,660,EFT
3311,5177,02/01/2018,2319,EFT
3312,5210,03/01/2018,808.5,EFT
3313,5178,22/12/2017,660,EFT
3314,5214,22/12/2017,770,EFT
3315,4882,22/12/2017,847,EFT
3316,5270,22/12/2017,990,EFT
3318,5184,21/12/2017,7392,EFT
3319,5265,21/12/2017,6108,EFT
3320,5245,08/01/2018,2183.5,BPAY
3321,5251,08/01/2018,2524.5,BPAY
3322,5164,09/01/2017,275,Credit card
3323,5138,09/01/2018,919,Credit card
3324,4993,05/12/2017,2866,EFT
3325,4993,09/01/2018,1424,eft
3326,4906,09/01/2018,334,EFT
3327,5006,09/01/2018,220,EFT
3328,5121,04/12/2017,2420,EFT
3329,5267,10/01/2018,2200,EFT
3330,5263,10/01/2018,2200,EFT
3331,5221,10/01/2018,600,BPAY
3332,5275,11/01/2017,1716,BPAY
3333,5204,11/01/2018,2540,EFT
3334,5202,11/01/2018,3660,EFT
3335,3645,11/01/2018,300,Trust Account
3336,5083,10/01/2018,7700,EFT
3337,5282,10/01/2018,12500,EFT
3338,5118,11/01/2018,12100,Trust Account
3339,3747,20/12/2018,811,Trust Account
3340,5271,12/01/2018,440,EFT
3341,5183,12/01/2018,550,EFT
3342,5227,12/01/2018,812.49,EFT
3343,5106,12/01/2018,919,EFT
3345,5162,12/01/2018,3850,EFT
3346,5202,12/01/2018,2000,EFT
3347,5211,12/01/2018,1870,EFT
3348,5219,15/01/2018,1320,Credit card
3349,5215,15/01/2018,5454,BPAY
3350,3968,15/01/2018,918,BPAY
3351,5308,15/01/2018,1469,Credit card
3352,5175,15/01/2018,6941,EFT
3353,5248,16/01/2018,440,BPAY
3354,5256,16/01/2018,962.5,EFT
3355,5249,17/01/2018,440,Credit card
3356,5074,17/01/2017,990,eft
3357,4861,18/01/2018,50,BPAY
3358,5278,17/01/2018,770,BPAY
3359,5315,17/01/2018,440,EFT
3360,4034,17/01/2018,500,EFT
3361,5130,17/01/2018,550,EFT
3362,5131,18/01/2018,907,Credit card
3363,5261,18/01/2018,440,Credit card
3364,5181,18/01/2018,1478,EFT
3365,5179,18/01/2018,550,EFT
3366,5257,18/01/2018,5619,EFT
3367,5216,18/01/2018,346.5,EFT
3369,5235,18/01/2018,462,EFT
3370,5236,18/01/2018,2040.5,EFT
3374,5238,18/01/2018,1925,EFT
3375,5239,18/01/2018,1925,EFT
3376,5240,18/01/2018,1925,EFT
3377,5241,18/01/2018,1925,EFT
3378,5242,18/01/2018,2733.5,EFT
3379,5243,18/01/2018,423.5,EFT
3380,4761,20/12/2017,550,Cheque
3381,4766,29/12/2017,220,EFT
3382,1932,20/10/2017,750,bpay
3384,4963,05/12/2017,650,EFT
3385,4034,04/01/2018,500,EFT
3386,5073,30/11/2017,550,Cheque
3387,5171,20/01/2017,3447.8,Credit card
3388,5127,06/12/2017,3382.5,Bpay
3389,5193,08/01/2018,788.78,EFT
3390,5232,19/01/2017,403,EFT
3391,4817,19/01/2018,1014,EFT
3392,5064,19/01/2018,80,EFT
3393,5064,19/01/2018,108,write off
3394,3957,11/09/2017,550,Trust Account
3395,5008,19/01/2018,632.5,Credit card
3396,4425,19/01/2018,150,write off
3397,5295,22/01/2018,5313.79,EFT
3398,5167,22/01/2018,919,EFT
3399,5329,23/01/2018,440,Credit card
3401,5326,23/01/2018,440,EFT
3402,4906,23/01/2018,1758,EFT
3403,5274,23/01/2018,660,BPAY
3404,5319,23/01/2018,1386,BPAY
3405,5348,24/01/2018,2442,Cheque
3406,5006,24/01/2018,220,EFT
3407,5293,24/01/2018,2310,EFT
3408,5291,24/01/2018,4780,EFT
3409,5292,24/01/2018,5500,BPay
3410,5298,25/01/2018,660,Credit card
3411,5350,25/01/2018,1303,Trust Account
3412,5309,25/01/2118,5346,EFT
3413,5220,25/01/2018,1540,BPAY
3414,5330,29/01/2018,781,Trust Account
3415,4861,29/01/2018,50,BPAY
3416,5153,29/01/2018,550,BPAY
3417,5199,29/01/2018,275,BPAY
3418,5250,29/01/2018,3080,BPAY
3419,5310,29/01/2018,1650,BPAY
3420,5337,29/01/2018,1304,BPAY
3421,5247,29/01/2018,440,EFT
3422,5276,29/01/2018,605,EFT
3423,5272,30/01/2018,440,Credit card
3424,5335,30/01/2018,774.47,BPAY
3425,5356,30/01/2018,495,BPAY
3426,5119,30/01/2018,1304,EFT
3427,5206,31/01/2018,825,Credit card
3428,5142,31/01/2018,1650,BPAY
3429,5273,31/01/2018,2976.8,BPAY
3430,5259,31/01/2018,550,EFT
3431,4034,31/01/2018,500,EFT
3432,5258,31/01/2017,1100,EFT
3433,5266,01/02/2018,6655,EFT
3434,5354,01/02/2018,1144,Cheque
3435,5283,01/02/2018,11022,Cheque
3436,5200,01/02/2018,14770,Cheque
3437,4854,01/02/2018,8858,Cheque
3438,5342,01/02/2018,1045,Cheque
3439,5289,01/02/2018,550,Cheque
3440,5203,01/02/2018,5412,BPAY
3441,5208,01/02/2018,990,BPAY
3442,5307,01/02/2018,4287,BPAY
3443,5338,01/02/2018,676.5,EFT
3444,5359,01/02/2018,2545.97,EFT
3445,5294,01/02/2018,4409,EFT
3446,5301,02/02/2018,660,EFT
3447,5168,02/02/2018,1135.79,EFT
3448,5333,02/02/2018,1452,EFT
3449,5369,02/02/2018,1540,EFT
3450,5357,02/02/2018,2475,EFT
3451,5279,02/02/2018,3982,EFT
3452,4835,02/02/2018,4959,BPAY
3453,4861,02/02/2018,50,BPAY
3454,5201,02/02/2018,3682,BPAY
3455,4862,02/02/2018,789.8,BPAY
3456,5093,02/02/2018,1903,BPAY
3457,5299,02/02/2018,6059,BPAY
3458,5141,05/02/2018,1430,EFT
3459,5081,05/02/2018,25000,EFT
3460,5342,05/02/2018,-1045,Bounced Cheque
3461,5268,05/02/2018,880,BPAY
3462,5302,06/02/2018,4435.75,Credit card
3463,5376,06/02/2018,1760,EFT
3464,5321,06/02/2018,1925,EFT
3465,5322,06/02/2018,1925,EFT
3466,5323,06/02/2018,1925,EFT
3467,5324,06/02/2018,1925,EFT
3468,5339,06/02/2018,731.5,EFT
3469,5325,06/02/2018,9387,EFT
3470,5081,06/02/2018,6268.85,EFT
3471,5284,06/02/2018,13097.81,EFT
3472,5363,07/02/2018,900,BPAY
3474,5143,07/02/2018,3080,EFT
3475,4933,07/02/2018,4510,EFT
3476,5006,07/02/2018,220,EFT
3477,5169,08/02/2018,1100,EFT
3478,5353,08/02/2018,1223.75,EFT
3479,5340,08/02/2018,1980,EFT
3480,5368,08/02/2018,154,EFT
3481,5374,08/02/2018,1925,EFT
3482,5380,08/02/2018,4202,EFT
3483,4751,09/02/2018,495,Credit card
3484,5390,09/02/2018,2507.25,EFT
3485,5000,09/02/2018,270,BPAY
3486,5371,12/02/2018,440,Credit card
3487,5152,12/02/2018,669,BPAY
3488,5401,13/02/2018,9916.5,BPAY
3489,5408,14/02/2018,660,EFT
3491,5304,13/02/2018,352,eft
3492,4906,14/02/2018,1758,EFT
3493,5393,14/02/2018,3850,EFT
3494,4992,14/02/2018,440,eft
3495,5358,14/02/2018,605,eft
3496,5344,14/02/2018,1210,eft
3497,5280,14/02/2018,1008,eft
3498,4034,14/02/2018,500,BPAY
3499,5387,14/02/2018,500,bpay
3501,4861,14/02/2018,100,BPAY
3502,5424,14/02/2018,550,BPAY
3503,5334,15/02/2018,2393.44,bpay
3504,5403,15/02/2018,450,EFT
3505,5320,15/02/2018,1870,Credit card
3506,5434,14/02/2018,2200,Cheque
3507,5173,14/02/2018,3006.67,Cheque
3508,5101,15/02/2018,9884.9,EFT
3509,5244,15/02/2018,12100,EFT
3510,5286,15/02/2018,770,write off per AA email dated 15/02/2018
3511,5305,15/02/2018,385,Cheque
3512,5347,16/02/2018,2860,write down per LMR 16/2/2018
3513,5346,14/02/2018,5390,Bpay
3514,4861,16/02/2018,50,BPAY
3515,5064,16/02/2018,1000,BPAY
3516,5318,16/02/2018,2090,BPAY
3517,5290,15/02/2018,900,eft
3518,5303,16/02/2018,1210,EFT
3519,5316,16/02/2018,330,EFT
3520,4448,19/02/2018,3321.45,Cash
3521,4927,19/02/2018,690,Cash
3522,5429,19/02/2018,3324.97,BPay
3523,5372,20/02/2018,1304,EFT
3524,5305,15/02/2018,385,Cheque
3525,5314,19/02/2018,600,EFT
3527,5353,19/02/2018,1223.75,EFT
3528,5336,19/02/2018,1518,EFT
3529,5459,19/02/2018,1716,EFT
3530,5300,19/02/2018,1900.25,EFT
3531,5361,19/02/2018,9157.5,EFT
3532,5388,20/02/2018,744.25,Credit card
3533,5355,20/02/2018,1973,Credit card
3534,5362,20/02/2018,2172.5,BPAY
3535,5448,20/02/2018,924,BPAY
3536,5343,20/02/2018,2000,EFT
3537,5287,20/02/2018,220,EFT
3538,5347,21/02/2018,7040,Credit card
3539,5342,21/02/2018,1045,BPAY
3540,5449,21/02/2018,308,BPAY
3541,5395,22/02/2018,1430,Credit card
3542,4999,21/02/2018,1320,written off per AA 21/2/2018
3543,5173,22/02/2018,3006.67,EFT
3544,5173,22/02/2018,-0.01,rounding
3545,5412,22/02/2018,550,Bpay
3546,5352,22/02/2018,3850,BPAY
3547,5436,22/02/2018,1200,EFT
3548,5426,23/02/2018,4620,BPAY
3549,5435,23/02/2018,2442,EFT
3550,5417,23/02/2018,2383,EFT
3551,5433,23/02/2018,550,EFT
3552,4441,27/02/2017,3016,Credit card
3553,4767,27/02/2018,2007.5,Credit card
3554,5375,27/02/2018,414.18,Credit card
3556,5343,26/02/2018,2750,BPAY
3557,5343,26/02/2018,-2000,to be refunded!
3558,5384,26/02/2018,2029.5,BPAY
3559,5405,26/02/2018,154,BPAY
3560,5410,26/02/2018,6213.35,BPAY
3561,5454,26/02/2018,990,BPAY
3562,5404,26/02/2018,550,EFT
3563,5456,26/02/2018,924,Cheque
3564,5290,27/02/2018,1335.75,BPAY
3565,5312,28/02/2018,3760,Credit card
3566,5285,28/02/2018,3850,Cheque
3567,4034,28/02/2018,500,BPAY
3568,5439,01/03/2018,1925,BPAY
3569,5473,01/03/2018,3960,BPAY
3570,5474,01/03/2018,1540,BPAY
3571,4861,05/03/2018,50,BPAY
3572,5387,02/03/2018,400,BPAY
3573,5444,02/03/2018,1430,BPAY
3574,5360,08/02/2018,5216,Credit card
3575,5418,28/02/2018,440,Credit card
3576,5432,01/03/2018,814,eft
3577,5427,01/03/2018,1100,Cheque
3578,5409,01/03/2018,1980,EFT
3579,5431,27/02/2018,440,eft
3580,5313,27/02/2018,2299,EFT
3581,5451,27/02/2018,731.5,EFT
3582,5392,28/02/2018,594,EFT
3583,5524,27/02/2018,92.25,Credit card
3584,5425,01/03/2018,3859,EFT
3585,5457,01/03/2018,678,EFT
3586,5471,02/03/2018,919,EFT
3587,5416,02/03/2018,1650,EFT
3588,4845,02/03/2018,1870,EFT
3589,5476,02/03/2018,3081,EFT
3591,5252,02/03/2018,3850,eft
3592,5414,05/03/2018,2728,EFT
3593,5134,05/03/2018,2057,BPAY
3594,5381,05/03/2018,8063,BPAY
3595,5496,05/03/2018,880,BPAY
3596,4924,06/03/2018,5181,BPAY
3597,5035,06/03/2018,1532.5,BPAY
3598,5058,06/03/2018,1100,BPAY
3599,5297,06/03/2018,5346,BPAY
3600,5419,06/03/2018,1045,BPAY
3601,5443,06/03/2018,1109,BPAY
3602,5269,05/03/2018,3256,EFT
3603,5234,06/03/2018,275,eft
3604,5420,05/03/2018,3740,eft
3605,5413,06/03/2018,550,eft
3606,5201,06/03/2018,558.5,EFT
3607,5506,06/03/2018,3190,CHEQUE
3608,5478,06/03/2018,440,Credit card
3610,5385,07/03/2018,2770.78,EFT
3611,5452,07/03/2018,594,EFT
3612,5287,07/03/2018,220,EFT
3613,5480,06/03/2018,770,Credit card
3614,5516,08/03/2018,2673,BPAY
3615,5349,08/03/2018,889,EFT
3616,5488,08/03/2018,2860,EFT
3617,5491,08/03/2018,6079,EFT
3618,5391,06/03/2018,7700,EFT
3619,5389,06/03/2018,4020.5,EFT
3620,5522,12/03/2018,1039.5,BPAY
3621,5455,13/03/2018,919,Credit card
3622,5370,13/03/2018,919,Credit card
3623,5490,13/03/2018,1744,Credit card
